TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type,Latest Update Date
PTP-PIN-3012-1.1,Public Transport,Business Management,Innovation Management,"Identify functional needs for innovation, establish systems and processes to cultivate an innovative culture that transforms ideas to realisation to enhance functional performance",tsc,2024-12-16
PTP-PNI-4006-1.1,Public Transport,Business Management,Organisational Planning and Target Setting,Identify and prioritise strategic needs of the organisation to determine key performance indicators to achieve established goals,tsc,2024-12-16
PTP-PNI-6006-1.1,Public Transport,Business Management,Organisational Planning and Target Setting,Identify and prioritise strategic needs of the organisation to determine key performance indicators to achieve established goals,tsc,2024-12-16
PTP-PNI-5006-1.1,Public Transport,Business Management,Organisational Planning and Target Setting,Identify and prioritise strategic needs of the organisation to determine key performance indicators to achieve established goals,tsc,2024-12-16
PTP-BIN-4021-1.1,Public Transport,Business Management,Project Management,"Plan, execute, track and govern projects, including allocating and managing people resources, stakeholder engagement, time and budgets and problem resolution",tsc,2024-12-16
PTP-BIN-3021-1.1,Public Transport,Business Management,Project Management,"Plan, execute, track and govern projects, including allocating and managing people resources, stakeholder engagement, time and budgets and problem resolution",tsc,2024-12-16
PTP-BIN-2021-1.1-1,Public Transport,Business Management,Project Management,"Plan, execute, track and govern projects, including allocating and managing people resources, stakeholder engagement, time and budgets and problem resolution",tsc,2024-12-16
PTP-BIN-5021-1.1,Public Transport,Business Management,Project Management,"Plan, execute, track and govern projects, including allocating and managing people resources, stakeholder engagement, time and budgets and problem resolution",tsc,2024-12-16
PTP-BIN-6021-1.1,Public Transport,Business Management,Project Management,"Plan, execute, track and govern projects, including allocating and managing people resources, stakeholder engagement, time and budgets and problem resolution",tsc,2024-12-16
PTP-INR-4001-1.1,Public Transport,Business Management,Report Writing,Write reports using terminology appropriate to the reader as well as identify requirements for written reports,tsc,2024-12-16
PTP-INR-1001-1.1,Public Transport,Business Management,Report Writing,Write reports using terminology appropriate to the reader as well as identify requirements for written reports,tsc,2024-12-16
PTP-INR-2001-1.1,Public Transport,Business Management,Report Writing,Write reports using terminology appropriate to the reader as well as identify requirements for written reports,tsc,2024-12-16
PTP-INR-3001-1.1,Public Transport,Business Management,Report Writing,Write reports using terminology appropriate to the reader as well as identify requirements for written reports,tsc,2024-12-16
PTP-BIN-5049-1.1,Public Transport,Business Management,Strategy Planning,Develop organisational strategies and policies by analysing the impact of internal and external influencing factors and seeking consultation from relevant stakeholders,tsc,2024-12-16
PTP-BIN-6049-1.1,Public Transport,Business Management,Strategy Planning,Develop organisational strategies and policies by analysing the impact of internal and external influencing factors and seeking consultation from relevant stakeholders,tsc,2024-12-16
PTP-BIN-4049-1.1,Public Transport,Business Management,Strategy Planning,Develop organisational strategies and policies by analysing the impact of internal and external influencing factors and seeking consultation from relevant stakeholders,tsc,2024-12-16
PTP-CGP-1004-1.1,Public Transport,Corporate Governance and Policies,Bus Regulatory Compliance,"Comply to bus legislative and regulatory requirements by establishing and adhering to internal work procedures, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-4004-1.1,Public Transport,Corporate Governance and Policies,Bus Regulatory Compliance,"Comply to bus legislative and regulatory requirements by establishing and adhering to internal work procedures, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-2004-1.1,Public Transport,Corporate Governance and Policies,Bus Regulatory Compliance,"Comply to bus legislative and regulatory requirements by establishing and adhering to internal work procedures, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-3004-1.1,Public Transport,Corporate Governance and Policies,Bus Regulatory Compliance,"Comply to bus legislative and regulatory requirements by establishing and adhering to internal work procedures, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-5004-1.1,Public Transport,Corporate Governance and Policies,Bus Regulatory Compliance,"Comply to bus legislative and regulatory requirements by establishing and adhering to internal work procedures, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-4005-1.1,Public Transport,Corporate Governance and Policies,Rail Regulatory Compliance,"Adhere to rail legislative and regulatory requirements by establishing and developing internal work processes, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-3005-1.1,Public Transport,Corporate Governance and Policies,Rail Regulatory Compliance,"Adhere to rail legislative and regulatory requirements by establishing and developing internal work processes, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-6005-1.1,Public Transport,Corporate Governance and Policies,Rail Regulatory Compliance,"Adhere to rail legislative and regulatory requirements by establishing and developing internal work processes, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-1005-1.1,Public Transport,Corporate Governance and Policies,Rail Regulatory Compliance,"Adhere to rail legislative and regulatory requirements by establishing and developing internal work processes, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-5005-1.1,Public Transport,Corporate Governance and Policies,Rail Regulatory Compliance,"Adhere to rail legislative and regulatory requirements by establishing and developing internal work processes, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-CGP-2005-1.1,Public Transport,Corporate Governance and Policies,Rail Regulatory Compliance,"Adhere to rail legislative and regulatory requirements by establishing and developing internal work processes, to prevent incidents of non-compliance and regulatory oversight",tsc,2024-12-16
PTP-ICM-3004-1.1,Public Transport,Incident Management,Bus Recovery and Towing,Deploy on-the-road bus recovery procedures by implementing appropriate recovery actions and in coordination with the Bus Operations and Control Centre,tsc,2024-12-16
PTP-ICM-2004-1.1,Public Transport,Incident Management,Bus Recovery and Towing,Deploy on-the-road bus recovery procedures by implementing appropriate recovery actions and in coordination with the Bus Operations and Control Centre,tsc,2024-12-16
PTP-ICM-3005-1.1,Public Transport,Incident Management,Civil Emergency Management,Facilitate civil emergency operations and exercises in accordance to operation standards and regulatory requirements,tsc,2024-12-16
PTP-ICM-4005-1.1,Public Transport,Incident Management,Civil Emergency Management,Facilitate civil emergency operations and exercises in accordance to operation standards and regulatory requirements,tsc,2024-12-16
PTP-ICM-2005-1.1,Public Transport,Incident Management,Civil Emergency Management,Facilitate civil emergency operations and exercises in accordance to operation standards and regulatory requirements,tsc,2024-12-16
PTP-ICM-1005-1.1,Public Transport,Incident Management,Civil Emergency Management,Facilitate civil emergency operations and exercises in accordance to operation standards and regulatory requirements,tsc,2024-12-16
PTP-BIN-2066-1.1-1,Public Transport,Incident Management,Crisis Management,"Apply strategies designed to enable an organisation to deal with disruptive events by planning for responses to potential crises, establishing monitoring systems and training systems, communicating both internally and externally, and leading recovery processes",tsc,2024-12-16
